contentid,contenttypeid,title,cat1,cat2,addr1,overview,firstimage
487729,12,꽃절(화암사),A02,역사관광지,충청북도 음성군 원남면 보덕로 330,"꽃절은 덕정리 사향산 중턱에 있는 천연 석굴이다. 깊은 산속에 있어 가파른 언덕을 올라야 보이는 곳이다. 좌측 석굴 벽에 꽃절이라는 명문이 음각자로 새겨져 있고, 동굴 중앙 석조대좌 앞면의 조각 기법은 원시불교의 세계를 단순하며 투박하게 그려졌으며, 양 옆면의 조각은 거신광을 나타냈다. 석굴 안에 옹달샘 석정이 있으며 석굴 앞에 거북 바위가 있다. 사찰에 전해지던 불상 7점 가운데 3점은 흙으로 제작한 것으로, 음성읍 한벌리 수복암으로 옮겨졌는데 1점은 부서지고 다른 2점은 봉안되어 있다고 전해진다. 

꽃절은 고려 시대부터 내려왔다고 전해지며, 여러 고증 문헌자료와 지도 등에 기록되어 있다. 1937년에 김승원이 꽃절을 청진암으로 변경하여 창건하였고, 1981년 신도회에서 청진암을 화암사로 바꾸었다. 2000년도에 화암사는 다시 원래대로 꽃절이 되었다. 이곳에는 법당과 요사채, 그리고 강당을 겸하는 관음전이 있다. 사찰에는 전해지던 불상 가운데 하나인 약사여래 불상이 보관되어 있고, 법당에는 관음보살상이 봉안되어 있다.",http://tong.visitkorea.or.kr/cms/resource/38/1944738_image2_1.jpg
2903366,12,꿀벌랜드,A02,체험관광지,충청북도 괴산군 모래재로 941 보광초등학교화곡분교,"꿀벌랜드는 충청북도 괴산군 사리면 이곡리에 있다. 보광 초등학교 화곡분교를 리모델링해 조성된 곳으로 전시체험 박물관에는 꿀벌에 관한 여러 가지 정보를 엿볼 수 있고 직접 벌통 안에 살아 있는 벌도 살펴볼 수 있다. 꿀잼랜드는 어린이들이 좋아하는 공간이다. 레트로 슈팅, 테이블 하키 등 각종 게임기구들이 갖추어져 있고 카페, 북 카페, 벌꿀 가공공장, 상품 판매장 등 다양한 부대시설이 있다.",http://tong.visitkorea.or.kr/cms/resource/47/2903347_image2_1.jpg
252583,12,난계 박연선생 생가,A02,역사관광지,충청북도 영동군 심천면 하고당1길 14-17,"국악의 거리에서 외길을 따라 고당리 방면으로 가다 보면 난계 박연 선생이 태어난 가옥이 있다. 난계 박연은 고구려의 왕산악, 신라의 우륵과 함께 우리나라 3대 악성으로 손꼽힌다. 조선 초기의 문신이자 음악가로 충북 영동에서 태어나 타계했다. 박연은 악보와 악기를 정리한 악서를 편찬하고 대고와 석경 등 아악기를 제작했다. 또, 궁중악을 완성하고 악기를 조율하는 편경을 만드는 등 국악을 발전시키고 완성한 국악의 아버지다. 
세조 2년(1456년)에 삼남 계우가 단종 복위 사건에 연루되어 화를 당할뻔하였으나, 세 임금에 봉직한 공으로 화를 면하고 관직에서 물러나 이곳으로 돌아와 살다가 세조 4년(1458년) 3월 23일 81세를 일기로 타계하였다. 박연이 낙향할 때 강을 건너며 배 위에서 피리를 불었는데 그 피리 소리에 가던 배도 멈추고 쓸쓸한 느낌에 눈물을 흘리지 않은 이가 없었다는 일화가 있다. 한 시대를 풍미했던 걸출한 인물의 비애를 단적으로 나타내며 기쁠 때나 슬플 때나 음악과 함께한 국악의 거성 난계의 면모를 엿볼 수 있는 이야기일 것이다.
선생의 업적을 기리기 위해 2000년 5월 안채와 사랑채를 복원하였다. 생가의 평면은 정면 3칸, 측면 3칸으로 측면 1칸은 퇴칸 구조이며 정면 2칸만큼 우물마루를 설치하고 한쪽에는 부엌과 곡식창고를 부설한 고미 반자에 우진각의 기와지붕으로 되어있다. 우진각지붕은 용마루와 추녀마루만 있고 내림마루는 없으며 전·후면은 사다리꼴이며 양쪽 측면은 삼각형 모양을 하고 있다. 용마루가 짧고 내림마루가 길게 늘어진 모습이 특이하다. 부속 채는 1동으로 외양간, 광과 방 1칸인 초가지붕으로 되어있다.",http://tong.visitkorea.or.kr/cms/resource/45/764645_image2_1.jpg
128177,12,낭추골 현장체험학습원,A02,체험관광지,충청북도 청주시 상당구 낭성면 단재로 1890,"낭추골은 국내 최초로 자연관찰 체험학습, 일일체험학습을 시작한 곳으로 체험학습원과 캠핑장을 같이 운영하고 있다. 
이곳은 현장체험학습장과 사육시설 관찰학습장으로 구분된다. 현장체험학습장에는 도깨비 탐방로, 사계절 썰매장(잔디 썰매장, 물 썰매장, 눈 썰매장), 수영장, 물놀이장, 공포 체험장, 야생초 관찰지, 계곡 관찰 학습장, 민속 놀이장, 모험 놀이장 등이 있다. 사육시설 관찰학습장에는 곤충체험장(반딧불이와 장수풍뎅이), 혼합 동물 사육장, 등산로 산행길(산 약초 관찰), 숲해설 등이 마련되어 있어 자연 체험에 도움을 준다.
규모가 커 학교나 학년별 체험학습장으로 많이 이용되고 사계절 다양한 체험을 할 수 있는 곳이다. 또한 놀이시설이 잘 조성되어 있어 아이들은 물론 가족이 모두 즐길 수 있는 휴식공간이다.",http://tong.visitkorea.or.kr/cms/resource/90/3057090_image2_1.JPG
127753,12,노은영당,A02,역사관광지,충청북도 진천군 이월면 노원리,"노은영당은 진천군 이월면 노곡 마을의 왜가리 번식지 부근에 있는 사당으로, 조선 선조 때의 문신인 신잡의 영정을 모신 곳이다. 독송 신잡(1541∼1609) 선생은 임진왜란 때 탄금대에서 전사한 신립 장군의 형이다. 과거에 급제한 후 이조참판과 형조참판을 지냈으며 임진왜란 때 선조를 의주까지 호종한 공으로 호성공신 2등에 평천 부원군으로 봉해졌으며 개성유수가 되었다. 신잡 영정(충청북도 유형문화재)은 조선 선조 37년(1604)에 공의 54세 때 모습을 김이혁이 그렸다 하며 비단 바탕에 색을 넣어 그린 전신의 초상화인데 크기는 가로 90cm, 세로 167cm로 그림의 형태와 안면 처리법 등이 조선 중기 초상화의 전형적인 모습을 보여주고 있다.
노은영당은 1615년(광해군 7)에 건립되었으나 1818년(순조 18) 화재로 소실되었다. 이를 1856년과 1966년에 중수한 것이 현재 있는 사당이다. 정면 3칸, 측면 1칸 반의 맞배지붕 목조 기와집으로 반 칸의 앞퇴가 있으며 ‘노은영당’이라는 현판이 달려 있다. 사당 정면에는 ‘충정문’이라고 쓴 솟을삼문을 세우고 그 주변에는 돌과 회를 섞어 만든 담장을 두르고 기와를 얹었다. 노은영당 오른편에는 1985년 건립된 신잡의 부친인 신화국의 신도비가 있으며, 그 뒷산에는 신화국 부부 묘, 신잡 부부 묘, 신정희 부부 묘가 자리하고 있다. 진천의 자연을 둘러보며 역사를 알아보기 좋은 곳이다.",http://tong.visitkorea.or.kr/cms/resource/50/3355450_image2_1.JPG
2990390,12,농심테마공원,A02,휴양관광지,충청북도 옥천군 옥천동이로 234,"겉으로만 봐서는 공원인지 긴가민가 할 수 있지만, 공원 안으로 들어서면 예쁜 농심정(정자)가 가장 먼저 눈에 들어오고, 아름다운 경치가 주변에 펼쳐져 있다. 공원에 핀 노란꽃들은 마치 하나의 그림을 보는 듯하다. 산책로를 따라 주변 경치를 구경하며 걷다보면, 산책하시는 분들을 위해 쉴 수 있는 벤치가 마련되어 있다.",http://tong.visitkorea.or.kr/cms/resource/81/2990381_image2_1.JPG
2717560,12,농업회사법인 ㈜ 가을농원,A02,체험관광지,충청북도 괴산군 청천면 금평로 97-40,"청정 지역 괴산군의 화양계곡 가는 길목에 위치한 가을 농원은 25년 전 청천면으로 귀농한 농민 부부가 운영하는 농장이다. 이들은 사과 농사와 체험활동, 생산품 직거래를 통해 수익을 창출하고 있다. 하지만 단순 상품 판매에서 머무는 것이 아니라, 소비자와 활발히 소통하며 유대감을 형성하기 위해 블로그와 유튜브 같은 SNS 활동도 꾸준히 하고 있다. 그뿐만 아니라 농촌 융복합산업 (6차 산업) 스타트업 스쿨과정과 농식품 여성 CEO 과정 수료, 농업 마이스터 대학 졸업, 유기농 농업 기능사, 아동 요리 지도사, 푸드 스타일링 및 테라피 자격증 등을 취득하는 등 지속적인 발전을 도모한다. 귀농을 계획 중인 후배들에게 성공하는 농업인으로서 롤모델이 되고 있다.",http://tong.visitkorea.or.kr/cms/resource/01/2820401_image2_1.jpg
756456,12,높은벌,A02,체험관광지,충청북도 옥천군 청성면 고당로1길,"높은벌은 옥천군 청성면 고당리의 고현마을을 부르는 이름으로 높은 벼루라고도 불린다. 하늘 아래 첫 동네인 오지 마을이자 교통이 아직 발달되어 있지 않은 고원지대로 사람들이 많지 않은 곳이다. 높은벌은 높은 벼랑 또는 높은 고개를 뜻하는데 높은 언덕 위에 있는 마을이라 이렇게 불린 것이라 추측된다. 예전에는 제법 사람들이 많이 살고 있었지만 지금은 9가구 정도만 남아있는 곳이다.
한국전쟁 당시에는 인민군의 이동통로로 이용되기도 해서 전쟁의 흔적이 언덕 꼭대기의 당산나무에 총탄 자국으로 남아있는 곳이다. 마을을 위로 올려다보면 언덕 위의 마을이 다랭이 논을 연상케 하지만, 아래로 내려다보면 금강의 아름다운 풍경을 볼 수 있다. 이른 새벽 구름 사이로 물안개가 피어오르는 모습은 말로 표현할 수 없을 정도이다. 높은벌 주민들은 대부분 농사를 짓고 살고 있으며 그중 특산물인 옻나무와 호두나무가 주 소득원이다.",http://tong.visitkorea.or.kr/cms/resource/37/3064237_image2_1.JPG
2789851,12,누암리신라고분군,A02,역사관광지,충청북도 충주시 중앙탑면 루암리 산41,"충청북도 충주시 중앙탑면 누암리에 석실로 만들어진 총 234기의 고대 무덤이 다량으로 발굴된 사적지이다. 고분은 대부분 도굴된 상태였지만, 짧은 굽다리접시, 바리, 합, 항아리 등 토기와 철기, 금동제 귀고리 등이 출토됐다. 금동제 귀고리 같은 유물들이 출토된 것으로 보아 사회적인 지위가 높은 사람들의 무덤이라 추정하고 있다. 천장 높이는 190cm 내외이다. 한강 유역을 점령한 진흥왕은 신라의 귀족과 부호들을 충주로 이주시켰다. 영토 확장을 위한 거점 지역으로 충주를 선택한 것이다. 당시 충주로 옮겨온 신라 사람들이 충주 누암리 고분군의 주인들이다. 누암리 고분군은 경주의 대릉원에서 볼 수 있는 크기는 아니지만, 보통 무덤보다 훨씬 큰 고분이 많다. 사적 제453호로 지정되어 관리되고 있다.",http://tong.visitkorea.or.kr/cms/resource/84/3349684_image2_1.JPG
127949,12,능암온천랜드,A02,휴양관광지,충청북도 충주시 새바지길 37 능암온천랜드,"능암온천랜드는 충주시에 자리한 온천으로, 세계적으로 희귀한 탄산 온천을 즐길 수 있는 곳이다. 능암온천수는 지하 600m 이상의 깊이에서 용출되는 25~38도의 온천수로 높은 농도의 탄산이 포함되어 있다. 탄산수 온도는 약 25도로 차갑다는 느낌을 주지만 2분 이상 입욕 시 차갑다는 느낌은 점점 사라지고 탄산 기포가 피부에 흡수되어 혈액 순환을 촉진시켜준다. 이 밖에서 신경통, 근육통에 효과가 좋으며 특히 질병을 겪은 후 피로회복에 큰 도움이 된다. 능암온천랜드에는 객실과 탕을 한 공간에서 이용할 수 있는 가족탕이 있다. 질환이나 개인적인 이유로 일반 대중탕 사용이 어려운 경우에 도움이 되는 가족탕은 예약제로 운영되고 있다. 전화를 통해서는 주중 예약만 가능하며, 주말 예약은 현장에서만 가능하다.",http://tong.visitkorea.or.kr/cms/resource/61/2603261_image2_1.jpg
3008996,12,다누리센터4D체험관,A02,체험관광지,충청북도 단양군 단양읍 수변로 111,"다누리센터4D체험관은 단양 시외버스터미널 옆에 있는 다누리센터 내 지하 1층에 있다. 가상세계를 온몸으로 즐길 수 있는 공간으로 16개의 좌석 3개관으로 총 48석의 4D체험관과 크로마키 날씨 예보 체험관이 있다. 아이들에게 재미와 호기심을 갖게 하는 해피패밀리라이드(4분)와 서브 탄광열차(8분) 4D 영상 2편이 하루 6회 상영되고 있으며, 4D효과로 인한 안전상의 이유로 만 7세 미만(미취학)의 어린이 및 임산부, 노약자의 입장이 제한되고 있다. 
다누리센터 내에는 4D 체험관 외에도 다누리아쿠아리움과 별별스토리관 등 다양한 볼거리와 체험거리가 있어 함께 매표하면 할인 혜택도 받을 수 있다. 또한 다누리센터 지하 주차장을 이용하면 2시간 무료로 이용할 수 있고, 만차 일 경우 건물 옆 공영주차장을 무료로 이용할 수 있다.",http://tong.visitkorea.or.kr/cms/resource/79/3008979_image2_1.JPG
1920031,12,단양 감골 바람개비마을,A02,체험관광지,충청북도 단양군 적성면 금수산로 784-10,"“비단에 수를 놓은 듯 아름답다.” 해서 퇴계선생이 군수로 계실 때 금수산으로 불리게 한 단양의 청정한 자연과 다양한 웰비자원을 간직한 금수산 감골 바람개비마을은 단양의 웰빙지역이다. 돈 버는 웰빙경로당 1호 마을로 자연과 전통을 이용한 다양한 악곡을 비롯 전통먹거리를 생산판매하는 단양군 웰빙사업마을이기도 한다. 농림수산식품부의 녹색농촌체험마을로 지정되고 단양군 어매니티 농수산체험마을로 지정되면서 농, 산촌의 자연과 단양 8경을 인계한 역사자원과 함께하는 다양하고 흥미 있는 체험거리를 만들고 있다.
월악산 국립공원 금수산지구인 감골바람개비마을은 10월에 금수산감골단풍축제를 매년 개최하고 있다. 또한 품달촌으로 불린 전설이 있는 금수산 감골에서 신혼초야를 보내면 귀인이 잉태한다고 전해져 오며, 유척기 영의정이 태어나신 생가며 역동우탁선생태지비를 볼 수 있다.
체험학습실, 펜션 및 숙박시설, 웰빙식당, 1급수의 물놀이장, 마당무대, 야생화동산, 감나무농장, 논도랑미꾸라지체험장, 전통가마솥체험장, 풍력바람개비동산, 비타민산책길, 저수지낚시터, 동물농장, 웰빙농산물판매장, 족구장과 여기저기 정자며 테마등산길이 준비되어 있다.
박쥐동굴과 수리부엉이, 수달이며 원앙, 가재가 사는 단양의 금수산감골바람개비마을은 봄, 가을엔 나물이며 약초도 캐고 다양한 농사체험도 하고, 여름이나 겨울엔 물놀이와 빙어낚시, 썰매타기, 전통놀이체험으로 자연을 맘껏 즐기는 현장합습체험마을이다.",http://tong.visitkorea.or.kr/cms/resource/08/3377908_image2_1.JPG
1957364,12,단양 관광특구,A02,휴양관광지,충청북도 단양군 단양읍 고수동굴길 3-11,"관광특구란 관광여건을 집중적으로 조성시키기 위한 관광진흥법에 의해 지정된 지역으로 2023년 4월기준 13개 시도에 34개의 관광특구가 지정되어 있다. 단양관광특구는 2005년 12월 30일에 단양군 단양읍 매포읍 일원 2개읍 5개리, 총면적 4,448,737㎡이 지정되었다. 소백산 국립공원, 도담삼봉, 사인암 관광지, 고수동굴, 활공장, 유람선 선착장, 불교천태중앙박물관, 대성산 자연휴양림 등이 관광특구 안에 포함되어 있다.
단양 8경으로 유명한 단양은 유람선을 타고 도담삼봉과 구담봉, 옥순봉 등 충주호반의 절경을 유유자적 관람할 수 있다. 굽이도는 물길과 함께 사인암, 상선암 등의 선경을 감상하다 보면 신선놀음을 하는 듯 한가로운 기분도 만끽할 수 있다. 소백산 국립공원은 한반도 중심에 우뚝 솟아 백두대간의 장대함과 신비로움을 엿볼 수 있는 명산이다. 소백산의 주봉인 비로봉을 비롯해 여러 봉우리를 따라 걷는 종주 코스는 많은 등산객이 사랑하는 트레킹 코스다. 가족 단위의 여행객이라면 다리안관광지, 천동관광지, 온달관광지 등의 유원지에서 여유로운 휴식을 취할 수 있다. 자연을 만끽하는 캠핑, 드라마 촬영지에서의 추억 만들기 등 특별한 재미가 가득한 공간이다. 
사계절 모두 아름다운 단양 관광특구에서는 꽃과 자연, 단양의 역사를 알 수 있는 특별한 행사가 열린다. 5월의 소백산철쭉제, 10월의 온달문화축제이다. 축제시기에 단양을 찾으면 활기찬 단양의 매력을 만끽할 수 있다. 또, 단양읍의 도전, 별곡, 상진, 고수리 일대에는 관광객을 위한 숙박 시설과 각종 편의시설이 들어서 있어 관광 도시로서 면모를 갖추고 있다.",http://tong.visitkorea.or.kr/cms/resource/32/3081032_image2_1.jpg
125865,12,단양 다리안관광지,A02,휴양관광지,충청북도 단양군 단양읍 소백산등산길 12,"단양읍 천동리 소백산국립공원 진입 관문에 위치한 다리안관광지는 단양 시내에서 7.1㎞ 떨어진 곳에 위치한다. 소백산 깊은 골짜기에서 흘러나온 다리안 계곡의 깨끗하고 맑은 물줄기가 다리안 폭포를 이루고 관광지를 휘감아 흐른다. 나무들이 토해내는 싱그러운 공기를 마시며 길을 오르다 보면 계곡을 끼고서 경치 좋은 곳마다 아늑하게 자리를 잡은 원두막들이 눈에 띈다. 여름 휴가철이 돌아오면 이곳은 더위를 피해 느긋한 휴식을 즐기려고 찾아온 사람들로 더욱 북적인다. 계곡의 청아한 물소리를 따라 올라가면 다리안 폭포로 가는 길이 이어진다. 폭포가 자리한 곳으로 들어오려면 구름다리를 건너야만 했다고 하여 다리안(橋內/ 다리 교, 안 내)이라는 이름을 얻었다고 한다. 높이는 4~5m밖에 되지 않는 크기이지만 시야를 빈틈없이 채우는 그 청정한 풍경은 역시 다리안계곡의 최대 절경답다. 다리안 관광지의 가장 큰 매력포인트를 꼽자면 바로 자연이라는 천혜의 조건에 인간의 솜씨를 가미하여 이룬 조화로운 아름다움일 것이다. 
다리안관광지 내에는 원두막, 캠핑장, 운동장, 취사장, 주차장 등의 각종 편의시설을 갖추고 있어 등산과 휴양 그리고 청소년들의 자연학습장으로 활용하기에 손색이 없다. 또한 어린이들이 신나게 뛰놀 수 있는 숲 속 그물놀이터인 팡팡그라운드가 캠핑장 한편에 자리하고 있어 아이들에게 특별한 재미를 제공하고 있다.",http://tong.visitkorea.or.kr/cms/resource/68/3081068_image2_1.jpg
129649,12,단양 방곡도깨비마을,A02,체험관광지,충청북도 단양군 대강면 선암계곡로 148,"중선암과 상선암을 지나 선암계곡의 경치에 홀려 오다보면 방곡리에 도착한다. 첩첩 산중에 둘려싸여 평화로운 방곡리는 600여년전 부터 도자기 생산지로 유명했다. 방곡 도깨비마을에서는 여전히 소나무 장작을 땔감으로 사용하여 전통적으로 도자기를 굽는 장작 가마 방식을 여전히 이어오고 있으며, 다수의 도예인이 공방과 가마를 운영하고 있으며, 도예촌에서는 도예전시관, 도자판매장, 도예교육원을 상설 운영하고 있다. 방곡 도깨비 마을의 으뜸 체험은 단연 도자기 만들기 체험이다. 

체험 프르그램에 따라 도예 장인과 함께 물레를 돌려볼 수 있고, 잘 구워진 도자기 그릇에 나만의 그림을 그려 넣을 수도 있다. 세상에서 하나뿐인 나만의 도자기는 불가마에서 잘 구워져 한달 후에 집으로 배달된다. 마을을 둘러싼 오미자 밭도 마을의 자랑거리다. 오미자를 수확하여 오미자 파이, 오미자 팝콘 같은 이색 먹거리를 만들어 보고, 오미자 떡을 빚어 나누어 먹을 수 있다. 이외에도 다양한 계절 재료를 활용하는 요리체험, 전래놀이체험, 천연염색체험 등을 즐길 수 있다.",http://tong.visitkorea.or.kr/cms/resource/25/2398325_image2_1.jpg
3009093,12,단양 상상의 거리,A02,체험관광지,충청북도 단양군 단양읍 별곡리,"느림보 강물길은 남한강변을 따라 있는 삼봉길, 석문길, 금궁길, 상상의거리, 수양개역사문화의길의 5가지 테마로 총 16.1km의 도보길이다. 도담삼봉과 석문을 비롯해 금굴 등 수많은 천연절경을 덤으로 감상할 수 있다. 비교적 완만한 능선 길이 이어지기 때문에 누구나 어렵지 않게 걸어 볼 수 있다. 
그 중 느림보강물길 4코스인 상상의거리는 고수대교 일대부터 소금정공원까지 일컫는 산책로이며 나무테크를 말끔하게 깔아 누구나 편하게 걸으며 수변의 다양한 꽃과 긴 장미터널도 볼 수 있으며 산 정상에 우뚝 솟은 만천하스카이워크가 한눈에 들어온다.
해가 지고 나면 산자락을 따라 조명이 켜지면서 아름다운 단양야경을 보여주는데, 평범했던 고수대교도 어둠이 내리면 완전히 새로운 모습으로 바뀌고 난간에 설치된 조명이 산책로를 비추어 늦은 시간까지 산책을 할 수 있다. 일대에는 단양군에서 가장 규모가 큰 재래시장인 구경시장이 있어 다양한 먹거리가 있고 편안하고 좋은 숙소도 많다.",http://tong.visitkorea.or.kr/cms/resource/58/3009058_image2_1.JPG
125979,12,단양 신라 적성비,A02,건축/조형물,충청북도 단양군 단성면 하방3길,"단양 신라 적성비는 성재산 적성산성 내에 위치한 비로, 신라가 고구려의 영토인 이곳 적성을 점령한 후에 민심을 안정시키기 위해 세워놓은 것이다. 높이 93cm, 폭 107cm, 두께 25cm로 1979년 5월 22일 국보로 지정됐다. 정확한 조성 시기에 대해서는 논란이 있으나 삼국사기의 내용을 토대로, 진흥왕 6~11년(545~550) 경으로 추정된다. 단양 신라 적성비의 경우 진흥왕이 세운 다른 순수비와는 다르게 영토 편입을 기념하기 위한 것이다. 비록 순수비(왕이 직접 순행하며 민정을 살핀 기념으로 세우는 비)는 아니지만, 순수비의 정신을 담고 있는 척경비(영토 편입을 기념하여 세운 비)라는 점에서 큰 가치를 지닌다. 
비의 윗부분 일부가 잘려나갔으나 대체로 보존 상태가 양호한 편이다. 국왕의 교시를 받은 고관 10명의 이름이 나오는데, 이사부, 비치부, 무력 등 진흥왕 때 혁혁한 공을 세운 인물이 주목되며, 새로운 관직 명인 대상등하간지(大象等下干支) 등은 학계의 관심거리이다. 글자 수는 총 430자에서 440자 내외로 보이며, 이 중 완전히 해석한 것이 288자이다. 음각으로 파낸 이 적성비는 예서체와 해서체 중간의 글씨로 서예 연구에도 중요한 역할을 한다.
이 비의 발견으로 당시 신라의 영토 확장과 신라의 유력 인물, 정복지 포섭 정책, 당시의 관직, 관등, 율령 반포에 대한 중요한 사실 등을 알 수 있어 학술적인 자료로 중요시되고 적성 위에서 남한강이 잘 전망되므로 이곳이 삼국 시대에는 요새의 역할을 했음을 알 수 있다.",http://tong.visitkorea.or.kr/cms/resource/12/567012_image2_1.jpg
125922,12,단양 적성,A02,역사관광지,충청북도 단양군 단성면 하방리 산3-1,"단양적성은 충청북도 단양군 단성면 하방리 성재산 정상에 있는 돌로 쌓아 만든 산성이다. 단양적성은 석축성으로 성의 길이가 923m이지만 대부분 붕괴되었고 북동쪽 내외 부분의 안쪽 벽 높이 2~3m, 폭 1m의 석축이 일부만 남아 있다. 성재산 봉우리와 남쪽 비탈을 빙 둘러쌓은 테뫼식 산성이며 성문 자리는 남서쪽, 동쪽, 남동쪽 등 세 곳에서 발견되었다. 
산성의 주변에는 남한강의 상류 방면과 하류 방면으로 각각 고대 교통로가 나 있으며, 동서쪽으로도 길이 트여 있다. 남한강 수로를 다라 영월과 충주 방면으로 진출이 용이하고, 강 건너 제천 방면으로 진출하기에도 유리한 교통의 요충지에 있는 산성이다. 적성에서 단양신라적성비가 발견되었는데, 이 비는 적성의 성격이나 목적, 연대를 파악하는데 중요한 자료이다. 비의 건립 연대는 늦어도 551년 이전으로 보인다. 따라서 적성은 6세기 중엽 이전에 신라가 남한강 상류방면으로 진출하기 위한 전초기지로 활용하고자 쌓은 중요한 전략적 가치를 지닌 성으로 평가된다. 
단양적성은 삼국 시대의 산성으로는 비교적 큰 규모에 속하며 신라와 고구려 세력관계 변동을 알아보는 데 큰 의미를 가진다. 또한 축성 방법이 매우 견고하게 되어 있어, 신라의 축성술을 연구하는데 귀중한 자료로 평가되고 있다.",http://tong.visitkorea.or.kr/cms/resource/07/3064007_image2_1.JPG
125921,12,단양 향산리 삼층석탑,A02,건축/조형물,충청북도 단양군 향산1길 24 향산리삼층석탑,"단양 향산리 삼층석탑은 단양읍에서 동쪽으로 16㎞ 떨어진 산골짜기의 밭 한가운데에 서 있는 탑이다. 신라에 불교를 전파한 묵호자는 향산사라는 절을 세웠는데, 그 후 그가 열반하자 그 자리에 제자들이 석탑을 세우고 묵호자의 사리를 봉안하였다고 한다. 임진왜란 때 사찰이 소실된 이후 그 터는 400여 년간 폐허로 남아 있고, 향산리 삼층석탑만 옛 모습을 유지하고 있다. 주변에 자기 조각들과 기와가 널려 있어서 이곳이 절터였음을 알려주고 있으나, 절의 흔적은 찾을 수 없다. 1935년경 탑 속의 사리를 도둑맞으면서 허물어졌던 탑을 마을 주민들이 다시 세웠다고 한다. 
삼중 기단의 3층 석탑으로 신라 석탑의 전형 양식을 따르고 있으며, 9세기 경의 3층 탑 양식을 계승한 아담한 소탑으로, 불탑의 맨 꼭대기에 있는 기둥 모양의 장식 부분의 일부도 현재까지 보전되어 있다.",http://tong.visitkorea.or.kr/cms/resource/29/3064029_image2_1.jpg
299977,12,단호사(충주),A02,역사관광지,충청북도 충주시 충원대로 201 단호사,"충주 단호사는 한국불교 태고종의 말사로 조선 후기 숙종 때 중건한 사찰이다. 중건 당시 ‘약사’라 하였고, 1954년 단호사로 개칭하여 현재에 이르고 있다. 
현존하는 당우로는 3칸의 맞배집인 대웅전과 약사전, 용왕전, 요사채 등이 있다. 약사전 내에는 1976년 보물로 지정된 철불여래좌상이 봉안되어 있다. 11세기 조성된 것으로 추정되는 불상으로 고려 시대 철불의 귀중한 유품이며, 지역적인 유파성을 연구하는 데 도움이 된다. 이 외에도 충주 단호사 삼층석탑, 충청북도 유형문화재인 관세음보살좌상, 미륵불입상 등 다양한 문화재를 만나 볼 수 있다. 
단호사에서는 매월 첫째와 셋째 일요일, 초하루와 보름 때에 정기 법회가 열리고 있다.",http://tong.visitkorea.or.kr/cms/resource/33/3061833_image2_1.jpg
3075221,12,대가미체육공원,A02,휴양관광지,충청북도 충주시 대가미13길 20 (교현동),"대가미체육공원은 청주지방법원 충주지원 건너편 주택가 중심에 있는 공원이다. 저수지 주변이 도시로 바뀌면서 농업용수를 공급하던 저수지가 필요 없게 되자 저수지를 매립하고 2003년 체육공원을 조성했다. 
시민을 위한 여러 가지 체육시설이 마련되어 있으며 공원 입구와 식물 터널에는 쿨링포그 시스템이 설치되어 하절기에 이용된다. 산책길은 커다란 나무 그늘 사이로 나있다. 뛰어도 무리가 없는 우레탄으로 바닥을 만들어 누구나 쉽게 운동할 수 있고 넓은 잔디 운동장과 농구장, 테니스장, 족구장 등이 있다. 또, 어르신들이 쉴 수 있도록 충주시 노인복지 회관도 자리 잡고 있다. 바닥분수가 있으며 이곳에서는 매주 수요일 버스킹 공연도 이루어져 젊음과 활기를 느끼게 해준다.",http://tong.visitkorea.or.kr/cms/resource/08/3075208_image2_1.jpg
2769578,12,대덕숲유원지,A02,휴양관광지,충청북도 청주시 상당구 미원면 대덕리 266-1,"대덕숲유원지는 충북 청주시 상당구 미원면에 자리 잡고 있다. 이곳은 좌구산 자락에서 흘러내리는 맑고 깨끗한 구룡천 상류의 자연 발생 유원지다. 한여름에는 햇빛이 들지 않는 울창한 숲과 옆으로 흐르는 맑은 천이 있어 가족 단위의 피서지로 주목을 받고 있다. 유원지 주변에는 좌구산 자연휴양림, 도로줌 마을이 있다.",http://tong.visitkorea.or.kr/cms/resource/54/2769654_image2_1.jpg
